389.74,-0.42,p
53857.45,-0.60,p
433.95,-0.42,p
625.47,-0.45,p
221.52,-0.34,p
566.57,-0.47,p
47723.49,-0.57,p
982.87,-0.17,p
402.16,-0.27,p
2696.15,-0.45,p
34475.60,-0.60,p
364.46,-0.27,p
35289.82,-0.68,p
365.30,-0.35,p
5373.57,-0.49,p
17946.38,-0.39,p
63300.83,-0.55,p
20187.75,-0.45,p
65297.10,-0.56,p
56597.68,-0.54,p
49597.87,-0.60,p
35794.13,-0.58,p
14209.53,-0.61,p
64533.82,-0.59,p
186.62,-0.19,p
546.97,-0.32,p
48622.02,-0.58,p
379.17,-0.29,p
92087.08,-0.65,p
56433.79,-0.59,p


